epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
73,1502.76,1.73112,2.5886,1.39354,0.00432,0.8749,0.64623,0.41291,0.45038,0.27875,0.62433,0.37025,0.40132,0.21724,1.50369,2.33134,1.29575,0.00412,0,0.000847026,0.000847026,0.000847026
74,1520.97,1.74022,2.6195,1.39073,0.00423,0.87058,0.63491,0.40939,0.43646,0.2724,0.58402,0.37941,0.39481,0.21813,1.51604,2.35834,1.2658,0.00419,0,0.00084336,0.00084336,0.00084336
75,1539.63,1.74582,2.61342,1.40731,0.00435,0.91749,0.5054,0.41597,0.41648,0.2723,0.63782,0.34556,0.37474,0.20981,1.5111,2.35348,1.34867,0.0042,0,0.000839694,0.000839694,0.000839694
76,1557.91,1.72378,2.56693,1.38804,0.00421,0.88988,0.62531,0.399,0.43643,0.27548,0.66557,0.36917,0.39419,0.2159,1.50874,2.27309,1.29896,0.0041,0,0.000836027,0.000836027,0.000836027
77,1576.21,1.7482,2.58377,1.37217,0.00424,0.8754,0.64259,0.39775,0.4363,0.27655,0.54019,0.39131,0.39836,0.21643,1.51102,2.36674,1.31532,0.0043,0,0.000832361,0.000832361,0.000832361
78,1595.83,1.72372,2.57773,1.39052,0.00426,0.87593,0.52894,0.43542,0.42785,0.28079,0.46835,0.4177,0.3938,0.22217,1.49263,2.28251,1.28086,0.0042,0,0.000828695,0.000828695,0.000828695
79,1616.63,1.69722,2.5525,1.37579,0.00428,0.87771,0.60534,0.41116,0.43124,0.28228,0.59913,0.35244,0.3953,0.22013,1.49147,2.30187,1.26716,0.00409,0,0.000825029,0.000825029,0.000825029
80,1638.27,1.73001,2.60284,1.39508,0.00428,0.8495,0.66582,0.41851,0.44843,0.29096,0.64672,0.39291,0.41068,0.228,1.49681,2.28705,1.2663,0.00416,0,0.000821362,0.000821362,0.000821362
81,1668.77,1.75214,2.5908,1.37663,0.00415,0.84881,0.637,0.43819,0.46243,0.29504,0.56142,0.41696,0.42464,0.23373,1.48439,2.27395,1.24619,0.00407,0,0.000817696,0.000817696,0.000817696
82,1689.17,1.74052,2.57441,1.39931,0.00424,0.89938,0.67677,0.43519,0.45424,0.29091,0.57998,0.3818,0.40159,0.22288,1.49136,2.27998,1.30195,0.00419,0,0.00081403,0.00081403,0.00081403
