epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
161,1702.5,1.5342,0.96713,0.00413,0.81694,0.55473,0.66305,0.44874,1.34084,0.91066,0.00363,0.000472,0.000472,0.000472
162,1711.83,1.52452,0.96472,0.00395,0.74929,0.59626,0.66088,0.45123,1.36364,0.89866,0.00365,0.0004687,0.0004687,0.0004687
163,1720.83,1.51573,0.97545,0.00432,0.76309,0.6299,0.67904,0.46062,1.35675,0.89044,0.00373,0.0004654,0.0004654,0.0004654
164,1730.13,1.51938,0.9641,0.00414,0.7411,0.63162,0.66348,0.45471,1.32283,0.89154,0.00352,0.0004621,0.0004621,0.0004621
165,1742.48,1.55555,0.98943,0.00406,0.73756,0.63252,0.66541,0.44887,1.34533,0.89209,0.00352,0.0004588,0.0004588,0.0004588
166,1751.75,1.53817,0.98112,0.00409,0.79188,0.61425,0.66961,0.45822,1.33412,0.89054,0.00346,0.0004555,0.0004555,0.0004555
167,1760.87,1.48285,0.92598,0.004,0.82708,0.59464,0.67995,0.46608,1.33384,0.87078,0.0035,0.0004522,0.0004522,0.0004522
168,1773.09,1.50243,0.96031,0.00409,0.81593,0.6373,0.68473,0.46551,1.33977,0.87213,0.00349,0.0004489,0.0004489,0.0004489
169,1782.6,1.49865,0.93659,0.00396,0.83648,0.6088,0.6779,0.46692,1.32974,0.87569,0.00345,0.0004456,0.0004456,0.0004456
170,1791.68,1.4991,0.94657,0.0041,0.83642,0.5726,0.66624,0.45865,1.34532,0.87412,0.00355,0.0004423,0.0004423,0.0004423
171,1800.85,1.5139,0.9642,0.0041,0.80288,0.62167,0.67357,0.46081,1.32604,0.86414,0.00341,0.000439,0.000439,0.000439
172,1813.14,1.48899,0.93455,0.00407,0.80838,0.59675,0.6693,0.45769,1.32424,0.86643,0.00342,0.0004357,0.0004357,0.0004357
173,1823.08,1.524,0.95039,0.00404,0.7808,0.62388,0.67678,0.46688,1.32458,0.84972,0.00346,0.0004324,0.0004324,0.0004324
174,1832.74,1.50997,0.94191,0.00404,0.77879,0.61906,0.68118,0.46473,1.32935,0.85127,0.00357,0.0004291,0.0004291,0.0004291
175,1845,1.50739,0.97064,0.00414,0.76726,0.62717,0.68946,0.4632,1.31423,0.84568,0.00351,0.0004258,0.0004258,0.0004258
176,1854.74,1.49177,0.92971,0.00392,0.74427,0.62928,0.68013,0.4624,1.32409,0.85543,0.00345,0.0004225,0.0004225,0.0004225
177,1864.28,1.47888,0.91935,0.00391,0.75659,0.63367,0.67977,0.46415,1.32777,0.8557,0.00344,0.0004192,0.0004192,0.0004192
178,1875.68,1.47886,0.91966,0.00382,0.74603,0.63462,0.6805,0.46281,1.32477,0.85214,0.00339,0.0004159,0.0004159,0.0004159
179,1885.33,1.48881,0.93933,0.00395,0.76828,0.63019,0.67569,0.46262,1.30893,0.85242,0.00333,0.0004126,0.0004126,0.0004126
180,1895.27,1.53426,0.98068,0.00412,0.80761,0.62885,0.6905,0.47368,1.30927,0.85014,0.00335,0.0004093,0.0004093,0.0004093
181,1905.08,1.51362,0.96202,0.00406,0.7398,0.62561,0.67144,0.4681,1.2906,0.8662,0.00327,0.000406,0.000406,0.000406
182,1916.89,1.52662,0.963,0.00405,0.75332,0.64092,0.67799,0.47482,1.28543,0.84603,0.00335,0.0004027,0.0004027,0.0004027
