epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
103,4035.23,1.25087,0.07786,0.00324,0.89889,0.57731,0.715,0.49674,1.39246,0.09268,0.00306,0.00239766,0.00239766,0.00239766
104,4046.74,1.20079,0.07435,0.0032,0.8832,0.58744,0.71234,0.5013,1.40765,0.08856,0.00313,0.00231071,0.00231071,0.00231071
105,4062.13,1.20097,0.07461,0.00324,0.88051,0.62468,0.7268,0.49021,1.44795,0.08657,0.00324,0.00222497,0.00222497,0.00222497
106,4074.31,1.18603,0.07455,0.00323,0.80731,0.62729,0.71793,0.49785,1.4416,0.08783,0.00318,0.00214046,0.00214046,0.00214046
107,4085.99,1.20516,0.07519,0.00319,0.92385,0.63725,0.73189,0.49919,1.45272,0.08846,0.00324,0.00205723,0.00205723,0.00205723
108,4101.14,1.17748,0.07211,0.00302,0.86668,0.62882,0.71779,0.51015,1.40555,0.08874,0.0031,0.00197532,0.00197532,0.00197532
109,4113.27,1.20622,0.07436,0.0031,0.9088,0.6352,0.73468,0.50432,1.40449,0.08949,0.00303,0.00189475,0.00189475,0.00189475
110,4125.63,1.17751,0.0761,0.00316,0.89552,0.64249,0.73646,0.5041,1.38437,0.09029,0.00298,0.00181557,0.00181557,0.00181557
111,4140.47,1.19938,0.07381,0.00313,0.78839,0.64338,0.71168,0.49518,1.42743,0.08776,0.00314,0.0017378,0.0017378,0.0017378
112,4150.74,1.24806,0.07644,0.00321,0.82788,0.63447,0.71653,0.50114,1.41535,0.08847,0.00315,0.00166149,0.00166149,0.00166149
113,4162.14,1.22541,0.07719,0.00307,0.79741,0.64876,0.71005,0.49939,1.39188,0.08745,0.00298,0.00158667,0.00158667,0.00158667
114,4177.78,1.16971,0.07485,0.00305,0.79745,0.65196,0.7204,0.51015,1.39149,0.08868,0.00298,0.00151336,0.00151336,0.00151336
115,4190.05,1.20977,0.07659,0.00311,0.87677,0.62354,0.72028,0.51178,1.36969,0.08663,0.00288,0.00144161,0.00144161,0.00144161
116,4206.25,1.16502,0.07175,0.0029,0.85465,0.63636,0.7164,0.50378,1.41692,0.08664,0.00308,0.00137143,0.00137143,0.00137143
117,4217.72,1.20421,0.07413,0.0031,0.8613,0.64255,0.72549,0.50402,1.40514,0.08787,0.00302,0.00130287,0.00130287,0.00130287
118,4229.42,1.21096,0.07446,0.00298,0.77896,0.65908,0.71392,0.49774,1.41552,0.0895,0.00313,0.00123596,0.00123596,0.00123596
119,4245.05,1.17697,0.07346,0.00301,0.86586,0.64258,0.72221,0.51128,1.41752,0.08871,0.00312,0.00117072,0.00117072,0.00117072
120,4256.48,1.23811,0.07436,0.00294,0.79977,0.65018,0.71359,0.50613,1.40647,0.08928,0.00308,0.00110718,0.00110718,0.00110718
121,4267.88,1.17254,0.07382,0.003,0.796,0.65678,0.71546,0.5047,1.42471,0.08594,0.00313,0.00104537,0.00104537,0.00104537
122,4282.96,1.20392,0.07234,0.00303,0.80778,0.65935,0.72667,0.51352,1.37706,0.08638,0.00298,0.000985311,0.000985311,0.000985311
123,4295.4,1.1984,0.0749,0.00304,0.85462,0.64184,0.72498,0.50713,1.37919,0.08871,0.00295,0.00092704,0.00092704,0.00092704
124,4310.14,1.22601,0.07619,0.00302,0.79144,0.663,0.72639,0.4991,1.40714,0.08796,0.00305,0.000870577,0.000870577,0.000870577
125,4322.67,1.19033,0.07494,0.00304,0.79658,0.65323,0.71986,0.49789,1.43828,0.08987,0.00318,0.000815947,0.000815947,0.000815947
126,4334.3,1.17682,0.07176,0.00279,0.76949,0.66414,0.71588,0.5008,1.41007,0.08763,0.00308,0.000763174,0.000763174,0.000763174
127,4349.01,1.16963,0.0728,0.0029,0.79906,0.65477,0.72567,0.50181,1.39203,0.08904,0.00303,0.000712282,0.000712282,0.000712282
128,4361.58,1.1581,0.07034,0.00278,0.77559,0.6856,0.72181,0.5006,1.4252,0.08839,0.00316,0.000663292,0.000663292,0.000663292
129,4373.97,1.13318,0.07318,0.00299,0.78089,0.65367,0.71323,0.49973,1.39817,0.08536,0.00299,0.000616227,0.000616227,0.000616227
130,4389.68,1.15596,0.07222,0.00288,0.77968,0.656,0.71616,0.50112,1.4039,0.08606,0.00305,0.000571106,0.000571106,0.000571106
131,4400.68,1.19582,0.07517,0.00303,0.87509,0.64148,0.72617,0.50903,1.38113,0.08608,0.00303,0.00052795,0.00052795,0.00052795
132,4416.22,1.15285,0.07296,0.00307,0.84694,0.64232,0.71905,0.50137,1.40273,0.0853,0.00311,0.000486777,0.000486777,0.000486777
133,4428.21,1.20451,0.07541,0.00305,0.84821,0.64152,0.71875,0.50269,1.40132,0.08716,0.00312,0.000447606,0.000447606,0.000447606
134,4440.2,1.16725,0.07386,0.00298,0.84738,0.64277,0.71901,0.50295,1.38784,0.08726,0.00299,0.000410454,0.000410454,0.000410454
135,4455.04,1.21778,0.07446,0.00296,0.84773,0.64234,0.71743,0.50666,1.38898,0.08631,0.00304,0.000375337,0.000375337,0.000375337
136,4467.35,1.16988,0.0727,0.00283,0.84332,0.64514,0.71778,0.50521,1.39516,0.0847,0.00302,0.00034227,0.00034227,0.00034227
137,4478.25,1.23451,0.07645,0.00316,0.8718,0.6455,0.72621,0.51368,1.37869,0.08435,0.00293,0.000311268,0.000311268,0.000311268
138,4494.64,1.12857,0.07104,0.00291,0.8431,0.64422,0.71693,0.50392,1.42105,0.08512,0.00313,0.000282345,0.000282345,0.000282345
139,4506.12,1.17255,0.07461,0.00289,0.84252,0.64198,0.71834,0.50536,1.3882,0.08492,0.00298,0.000255513,0.000255513,0.000255513
140,4518.55,1.12711,0.07106,0.00286,0.84224,0.64352,0.71785,0.5037,1.41085,0.08659,0.00314,0.000230784,0.000230784,0.000230784
141,4534.29,1.00442,0.05392,0.00254,0.8657,0.63168,0.71825,0.50287,1.38094,0.08515,0.00297,0.000208169,0.000208169,0.000208169
142,4546.03,1.02294,0.05274,0.00252,0.90884,0.65497,0.73581,0.51247,1.38629,0.08435,0.00298,0.000187678,0.000187678,0.000187678
143,4559.49,1.03442,0.0543,0.00255,0.87253,0.62886,0.71764,0.50929,1.38865,0.08448,0.00295,0.00016932,0.00016932,0.00016932
144,4571.53,1.02998,0.05377,0.00266,0.87357,0.63182,0.71824,0.50518,1.4186,0.08512,0.00308,0.000153102,0.000153102,0.000153102
145,4583.09,1.00317,0.05117,0.00252,0.87386,0.63112,0.7181,0.5084,1.36148,0.08456,0.00284,0.000139032,0.000139032,0.000139032
146,4598.69,0.99198,0.05091,0.00244,0.87022,0.63282,0.71728,0.5112,1.38604,0.08413,0.0029,0.000127117,0.000127117,0.000127117
147,4610.42,0.9958,0.05281,0.00249,0.87193,0.63374,0.71902,0.50922,1.40299,0.08456,0.00301,0.00011736,0.00011736,0.00011736
148,4621.56,1.02788,0.05256,0.00256,0.87337,0.63252,0.71888,0.50828,1.39512,0.08366,0.00294,0.000109768,0.000109768,0.000109768
149,4636.85,0.99307,0.05141,0.00248,0.87181,0.63342,0.71731,0.50693,1.38651,0.08475,0.00294,0.000104342,0.000104342,0.000104342
150,4648.92,0.99442,0.05185,0.00252,0.87546,0.63031,0.71835,0.50625,1.39244,0.08542,0.00297,0.000101086,0.000101086,0.000101086
